発明の名称,要約,出願番号,公開番号,applicant_main,inventor_main,year,ipc_main_group,cluster,cluster_label,umap_x,umap_y,eagle_cluster,drill_cluster,drill_cluster_label,mega_pulse_group,core_技術分類,core_課題分類,core_解決手段分類
乾燥粉砕／湿潤粉砕炭酸カルシウム充填組成物,-,特願平01-209488,特開平03-016914,['イーシーシーエイ\u3000カルシウム\u3000プロダクツ\u3000インコーポレーテッド'],[],1989.0,"['C08L75', 'C08L67', 'C08F283', 'C08L27', 'C08L63', 'C08L23', 'C08K7', 'C08K3', 'C08L61', 'C01F11', 'C08G59']",20,"[20] 炭酸カルシウム, 該填料, 硬化型",14.278608,13.753205,-1,,,,その他炭酸塩関連技術,その他,配合・充填・抄紙プロセスの最適化;その他の手段
炭酸カルシウム凝集体の製造方法,-,特願昭63-143051,特開平03-014696,['奥多摩工業'],[],1988.0,"['D21H3', 'C01F11', 'D21H17']",30,"[30] 炭酸カルシウム, 製造, カルシウム",19.250574,17.737488,-1,,,衰退・ニッチ (Declining/Niche),炭酸塩製造・粒子制御技術;その他炭酸塩関連技術,その他,その他
バテライト系炭酸カルシウムの安定化方法　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,-,特願昭62-331452,特開平03-005317,"['大分県', '古手川\u3000正文']",[],1987.0,['C01F11'],30,"[30] 炭酸カルシウム, 製造, カルシウム",20.05698,18.30622,-1,,,,その他炭酸塩関連技術,その他の課題,その他
アラゴナイト系炭酸カルシウムの製造方法　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,-,特願昭62-331453,特開平02-302317,"['菅原\u3000清', '戸高\u3000章元']",[],1987.0,['C01F11'],30,"[30] 炭酸カルシウム, 製造, カルシウム",19.995787,17.478132,-1,,,,炭酸塩製造・粒子制御技術;その他炭酸塩関連技術,その他,その他
炭酸カルシウム水分散液及びその製造方法,-,特願平01-099197,特開平02-277541,['ソマール'],[],1989.0,"['B01J13', 'D21H19', 'D21H1', 'C01F11']",27,"[27] 炭酸カルシウム, 水性, 製造",18.123222,8.45664,-1,,,,炭酸塩製造・粒子制御技術;その他炭酸塩関連技術,その他,その他
低密度炭酸カルシウム含有凝集体及びその製造方法,-,特願平02-008069,特開平02-271912,['ミネラルズ\u3000テクノロジーズ\u3000インコーポレイテッド'],[],1990.0,['C01F11'],30,"[30] 炭酸カルシウム, 製造, カルシウム",19.445665,17.966,-1,,,,炭酸塩製造・粒子制御技術;その他炭酸塩関連技術,その他,その他
水性媒質中での炭酸カルシウム粉砕方法,-,特願平02-017672,特開平02-243517,['コアテツクス・エス・アー'],[],1990.0,"['D21H1', 'B02C17', 'C08L33', 'C08K9', 'C08K7', 'C08K3', 'D21H19', 'C01F11']",27,"[27] 炭酸カルシウム, 水性, 製造",17.97612,8.604366,-1,,,,その他炭酸塩関連技術,その他,その他の手段
カルサイト系球状炭酸カルシウムの製造方法,-,特願平01-064432,特開平02-243516,['協同組合津久見ファインセラミックス研究センター'],[],1989.0,['C01F11'],16,"[16] 球状炭酸, 製造, カルシウム",19.14624,12.717728,-1,,,衰退・ニッチ (Declining/Niche),炭酸塩製造・粒子制御技術;その他炭酸塩関連技術,その他,その他
０．１μｍ以上の立方体状炭酸カルシウムの製造方法,-,特願平01-064431,特開平02-243515,['協同組合津久見ファインセラミックス研究センター'],[],1989.0,['C01F11'],21,"[21] 立方形, 立方体状, 炭酸カルシウム",17.220781,16.565512,-1,,,衰退・ニッチ (Declining/Niche),炭酸塩製造・粒子制御技術;その他炭酸塩関連技術,その他,その他
微細球状バテライト系炭酸カルシウムの製造方法,-,特願平01-064430,特開平02-243514,['協同組合津久見ファインセラミックス研究センター'],[],1989.0,['C01F11'],16,"[16] 球状炭酸, 製造, カルシウム",19.631193,12.682936,-1,,,衰退・ニッチ (Declining/Niche),炭酸塩製造・粒子制御技術;その他炭酸塩関連技術,その他,その他
紡錘状炭酸カルシウムの製造方法,-,特願平01-064429,特開平02-243513,['協同組合津久見ファインセラミックス研究センター'],[],1989.0,['C01F11'],22,"[22] 製造, 炭酸カルシウム, 紡錘状",18.200521,16.246859,-1,,,衰退・ニッチ (Declining/Niche),炭酸塩製造・粒子制御技術;その他炭酸塩関連技術,その他,その他
天然カルシウム化合物を主成分とするカルシウム素材の製造法,-,特願平01-041298,特開平02-221117,['禅野\u3000久直'],[],1989.0,"['A61K33', 'A23L1', 'A61P3', 'A23L33', 'C01F11']",32,"[32] カルシウム, 製造, 吸収性",20.308596,16.441824,-1,,,,その他,その他,その他
胡粉製造及び精製法,-,特願平01-025374,特開平02-202957,['ホルベイン工業'],[],1989.0,"['C09D5', 'C09C1', 'C01F11']",34,"[34] 製造, 貝殻, ドロマイト",15.783644,11.5416355,-1,,,,その他,その他,その他
板状炭酸カルシウムの製造方法,-,特願平01-001969,特開平02-184519,['協同組合津久見ファインセラミックス研究センター'],[],1989.0,['C01F11'],30,"[30] 炭酸カルシウム, 製造, カルシウム",20.660421,17.666983,-1,,,衰退・ニッチ (Declining/Niche),炭酸塩製造・粒子制御技術;その他炭酸塩関連技術,その他,その他
粒径均一な立方体状炭酸カルシウムの製造方法,-,特願平01-005387,特開平02-184518,['奥多摩工業'],[],1989.0,['C01F11'],21,"[21] 立方形, 立方体状, 炭酸カルシウム",17.300484,16.37964,-1,,,衰退・ニッチ (Declining/Niche),炭酸塩製造・粒子制御技術;その他炭酸塩関連技術,その他,その他
分散剤,-,特願平01-002890,特開平02-184332,['東亞合成'],[],1989.0,"['C08F220', 'C09K23', 'B01F17', 'C08F20', 'C08F222', 'C01F11']",33,"[33] 分散剤, 吸着剤, 分散質",16.05571,10.074267,-1,,,,その他,その他,その他
アルカリ土類金属炭酸化合物,-,特願昭63-334700,特開平02-180713,['堺化学工業'],[],1988.0,['C01F11'],11,"[11] アルカリ土, 金属炭, 金属炭酸",14.301542,9.127484,-1,,,衰退・ニッチ (Declining/Niche),その他炭酸塩関連技術,その他,その他
中空・球状のバテライト型炭酸カルシウムの製造法及びその安定化法,-,特願昭63-226340,特開平02-153819,['山陽国策パルプ'],[],1988.0,"['B01J13', 'C01F11']",16,"[16] 球状炭酸, 製造, カルシウム",19.751913,12.667455,-1,,,,炭酸塩製造・粒子制御技術;その他炭酸塩関連技術,その他の課題,その他
異形炭酸カルシウム,-,特願昭63-149484,特開平02-149421,['米庄石灰工業'],[],1988.0,"['D21H1', 'D21H19', 'C01F11']",24,"[24] 炭酸カルシウム, グリコ, カルシウム",20.0699,14.738732,-1,,,,その他炭酸塩関連技術,その他,その他
沈降性炭酸カルシウムの製造方法,-,特願昭63-289875,特開平02-137720,['三菱マテリアル'],[],1988.0,['C01F11'],30,"[30] 炭酸カルシウム, 製造, カルシウム",19.053188,18.841742,-1,,,衰退・ニッチ (Declining/Niche),炭酸塩製造・粒子制御技術;その他炭酸塩関連技術,その他,その他
炭酸カルシウム質薄膜の形成方法,-,特願昭63-285862,特開平02-133315,['三菱重工業'],[],1988.0,"['C23C18', 'C01F11']",16,"[16] 球状炭酸, 製造, カルシウム",18.743273,12.934071,-1,,,衰退・ニッチ (Declining/Niche),その他炭酸塩関連技術,その他,その他
板状炭酸カルシウム複合体用分解抑制剤,-,特願昭63-282103,特開平02-129020,['秩父石灰工業'],[],1988.0,"['C08F220', 'C08F16', 'C08F216', 'C09K15', 'C01F11']",13,"[13] 炭酸カルシウム, 散剤, 体用分解",21.449867,13.745177,-1,,,,その他炭酸塩関連技術,その他,表面処理・複合化の適用
板状炭酸カルシウム複合体用分解抑制剤,-,特願昭63-282101,特開平02-129019,['秩父石灰工業'],[],1988.0,"['C08L33', 'C01F11']",13,"[13] 炭酸カルシウム, 散剤, 体用分解",21.441711,13.741495,-1,,,,その他炭酸塩関連技術,その他,表面処理・複合化の適用
板状炭酸カルシウム複合体用分解抑制剤,-,特願昭63-282102,特開平02-129018,['秩父石灰工業'],[],1988.0,"['C08F2', 'C08F120', 'C09C1', 'D21H3', 'D21H17', 'C08F20', 'C08K9', 'C09C3', 'C01F11']",13,"[13] 炭酸カルシウム, 散剤, 体用分解",21.450932,13.741365,-1,,,,その他炭酸塩関連技術,その他,表面処理・複合化の適用
板状炭酸カルシウム複合体用分解抑制剤,-,特願昭63-282100,特開平02-129017,['秩父石灰工業'],[],1988.0,['C01F11'],13,"[13] 炭酸カルシウム, 散剤, 体用分解",21.475353,13.720423,-1,,,,その他炭酸塩関連技術,その他,表面処理・複合化の適用
球状炭酸カルシウムおよびその製法,-,特願昭63-281018,特開平02-126933,['日本エヌエスシー'],[],1988.0,"['A61Q1', 'B01J13', 'C09C1', 'A61K7', 'B01J2', 'C08K9', 'C09C3', 'A61K8', 'C01F11']",16,"[16] 球状炭酸, 製造, カルシウム",19.3562,12.960552,-1,,,,炭酸塩製造・粒子制御技術;その他炭酸塩関連技術,その他,その他
充填材粒子上の耐酸コーティングの製造方法,-,特願平01-186199,特開平02-069317,['エカ\u3000ノーベル\u3000アクチェボラーグ'],[],1989.0,"['D21H3', 'C01F11', 'D21H17']",-1,ノイズ / 小クラスタ,16.092295,12.027784,-1,,,,その他,その他,表面処理・複合化の適用;配合・充填・抄紙プロセスの最適化
高隠ペイ性炭酸カルシウム,-,特願昭63-202235,特開平02-051419,['米庄石灰工業'],[],1988.0,"['C09C1', 'C01F11']",24,"[24] 炭酸カルシウム, グリコ, カルシウム",20.132921,14.555554,-1,,,,その他炭酸塩関連技術,その他,その他
湿気硬化一液型シーリング材用炭酸カルシウム及びそれを含有したシーリング材組成物,-,特願昭63-189125,特開平02-038309,['丸尾カルシウム'],[],1988.0,"['C09K3', 'C08L75', 'C01F11']",20,"[20] 炭酸カルシウム, 該填料, 硬化型",14.14946,13.673486,-1,,,成熟・既存勢力 (Established),その他炭酸塩関連技術,その他,その他
繊維状炭酸カルシウムの製造方法,-,特願昭63-182365,特開平02-034514,['奥多摩工業'],[],1988.0,['C01F11'],22,"[22] 製造, 炭酸カルシウム, 紡錘状",18.125013,16.203094,-1,,,衰退・ニッチ (Declining/Niche),炭酸塩製造・粒子制御技術;その他炭酸塩関連技術,その他,その他
微粒立方状炭酸カルシウムの製造方法,-,特願昭63-179445,特開平02-030614,"['三菱マテリアル', '菱光石灰工業']",[],1988.0,['C01F11'],30,"[30] 炭酸カルシウム, 製造, カルシウム",19.188498,17.523844,-1,,,衰退・ニッチ (Declining/Niche),炭酸塩製造・粒子制御技術;その他炭酸塩関連技術,その他,その他
着色軽質炭酸カルシウムおよび着色紙,-,特願昭63-160734,特開平02-014813,['新王子製紙'],[],1988.0,"['D21H3', 'C01F11', 'D21H17', 'D21H21']",12,"[12] 炭酸カルシウム, 軽質炭酸, 製造",11.450547,12.034857,-1,,,,その他炭酸塩関連技術,その他,その他
活性吸収型カルシウムの製造方法及び活性吸収型カルシウム,-,特願昭63-149017,特開平01-317119,['フジックス'],[],1988.0,"['A61K33', 'C01F11', 'A61P3']",32,"[32] カルシウム, 製造, 吸収性",20.098974,16.253063,-1,,,,その他,その他,その他
炭酸カルシウムの製造方法,-,特願昭63-148913,特開平01-317118,['カルシード'],[],1988.0,['C01F11'],15,"[15] 炭酸カルシウム, 製造, 多面体炭酸",18.461872,20.281559,-1,,,衰退・ニッチ (Declining/Niche),炭酸塩製造・粒子制御技術;その他炭酸塩関連技術,その他,その他
バテライト型球状炭酸カルシウムの製造方法,-,特願昭63-133914,特開平01-301511,['カルシード'],[],1988.0,"['C09C1', 'C01F11']",16,"[16] 球状炭酸, 製造, カルシウム",19.76631,12.642464,-1,,,衰退・ニッチ (Declining/Niche),炭酸塩製造・粒子制御技術;その他炭酸塩関連技術,その他,その他
紡錘状炭酸カルシウムの製造方法,-,特願昭63-133915,特開平01-301510,"['カルシード', '工業技術院長']",[],1988.0,"['D21H3', 'C01F11', 'D21H17']",22,"[22] 製造, 炭酸カルシウム, 紡錘状",18.157415,16.19538,-1,,,衰退・ニッチ (Declining/Niche),炭酸塩製造・粒子制御技術;その他炭酸塩関連技術,その他,その他
アラゴナイト結晶形炭酸カルシウムの製造方法,-,特願昭63-089705,特開平01-261225,['丸尾カルシウム'],[],1988.0,['C01F11'],2,"[2] 結晶, 炭酸カルシウム, アラゴナイト結晶",12.129997,7.916969,-1,,,成熟・既存勢力 (Established),炭酸塩製造・粒子制御技術;その他炭酸塩関連技術,その他,その他
沈降炭酸カルシウムの製造方法及び沈降炭酸カルシウム含有ポリマー組成物,-,特願昭63-291060,特開平01-252525,['ミネラルズ\u3000テクノロジーズ\u3000インコーポレイテッド'],[],1988.0,"['C08K9', 'C09C1', 'C08L27', 'C01F11']",25,"[25] 顔料, 製造, 自己結合",14.552672,13.060375,-1,,,,炭酸塩製造・粒子制御技術;高分子・樹脂複合材料技術;その他炭酸塩関連技術,その他,その他
板状塩基性炭酸カルシウムの完全分散体の製造法　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,-,特願昭63-027682,特開平01-246129,"['日鉄鉱業', '工業技術院長']",[],1988.0,['C01F11'],30,"[30] 炭酸カルシウム, 製造, カルシウム",19.931938,17.717295,-1,,,衰退・ニッチ (Declining/Niche),炭酸塩製造・粒子制御技術;その他炭酸塩関連技術,その他,その他
プラスチック用充てん剤,-,特願昭63-058943,特開平01-234437,['奥多摩工業'],[],1988.0,"['B29C70', 'C01F11', 'C08K7']",25,"[25] 顔料, 製造, 自己結合",14.744407,12.691097,-1,,,衰退・ニッチ (Declining/Niche),その他,その他,その他
タルク用分散剤,-,特願昭63-251363,特開平01-231931,['三洋化成工業'],[],1988.0,"['B01J13', 'C01B33', 'D21H1', 'C09C1', 'D21H19', 'C09K23', 'B01F17', 'C09D7', 'C01F11']",33,"[33] 分散剤, 吸着剤, 分散質",16.151968,10.35455,-1,,,,その他,その他,その他
炭酸カルシウム、炭酸カルシウム顔料、その製造法、情報記録紙用塗被組成物及び情報記録紙,-,特願昭63-055476,特開平01-230424,['白石中央研究所'],[],1988.0,"['110', '211', '210', '100', '120', '101@F', 'C08K3', 'C09D7', 'B41M5', 'C01F11', '310']",12,"[12] 炭酸カルシウム, 軽質炭酸, 製造",11.365568,11.926164,-1,,,リーダー (Leaders),炭酸塩製造・粒子制御技術;製紙・パルププロセス技術;その他炭酸塩関連技術,その他,その他
粉体一水系スラリー用分散安定剤,-,特願昭63-057131,特開平01-228528,['クラレ'],[],1988.0,"['C10L10', 'C09K23', 'B01F17', 'C10L1', 'C08F8', 'C01F11']",26,"[26] 水性, 脱水, 石灰泥",16.742052,9.470493,-1,,,,その他,その他の課題,その他
抄紙用炭酸カルシウムの製造方法,-,特願昭63-054284,特開平01-226719,['神崎製紙'],[],1988.0,"['D21H3', 'C01F11', 'D21H17']",12,"[12] 炭酸カルシウム, 軽質炭酸, 製造",11.154989,12.282214,-1,,,,炭酸塩製造・粒子制御技術;製紙・パルププロセス技術;その他炭酸塩関連技術,その他,配合・充填・抄紙プロセスの最適化
バテライト型炭酸カルシウムの製造方法　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,-,特願昭63-015090,特開平01-192719,['丸尾カルシウム'],[],1988.0,['C01F11'],-1,ノイズ / 小クラスタ,21.229872,15.991259,-1,,,成熟・既存勢力 (Established),炭酸塩製造・粒子制御技術;その他炭酸塩関連技術,その他,その他
電子管陰極及びその製造方法　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,-,特願昭62-327095,特開平01-169827,"['日立製作所', '日立デバイスエンジニアリング']",[],1987.0,"['H01J9', 'C01F11', 'H01J1']",18,"[18] 製造, 無機, 光学",17.828018,13.056327,-1,,,,その他,その他,その他
